punt_global,estu_genero,fami_estratovivienda,fami_tieneinternet,fami_educacionmadre,fami_educacionpadre,cole_mcpio_ubicacion,cole_cod_mcpio_ubicacion,cole_naturaleza,cole_area_ubicacion,desempeno_global
344,M,Estrato 6,Si,Educación profesional completa,Postgrado,ENVIGADO,5266,NO OFICIAL,RURAL,Alto
317,F,Estrato 6,Si,Educación profesional completa,Postgrado,ENVIGADO,5266,NO OFICIAL,URBANA,Medio
322,F,Estrato 6,Si,Educación profesional incompleta,Educación profesional completa,RIONEGRO,5615,NO OFICIAL,RURAL,Alto
252,M,Estrato 6,Si,Educación profesional completa,Secundaria (Bachillerato) completa,LA ESTRELLA,5380,NO OFICIAL,RURAL,Medio
357,M,Estrato 4,Si,Educación profesional completa,Educación profesional completa,RIONEGRO,5615,NO OFICIAL,RURAL,Alto
327,M,Estrato 6,Si,Educación profesional completa,Postgrado,RIONEGRO,5615,NO OFICIAL,RURAL,Alto
357,M,Estrato 4,Si,Educación profesional completa,Educación profesional completa,RIONEGRO,5615,NO OFICIAL,RURAL,Alto
389,F,Estrato 3,Si,Educación profesional completa,Educación profesional completa,MEDELLÍN,5001,NO OFICIAL,URBANA,Alto
339,F,Estrato 6,Si,Educación profesional completa,No sabe,MEDELLÍN,5001,NO OFICIAL,URBANA,Alto
367,F,Estrato 5,Si,Educación profesional completa,Educación profesional completa,MEDELLÍN,5001,NO OFICIAL,URBANA,Alto
290,F,Estrato 2,Si,Primaria completa,Secundaria (Bachillerato) completa,MEDELLÍN,5001,NO OFICIAL,URBANA,Medio
345,F,Estrato 6,Si,Educación profesional completa,Educación profesional completa,MEDELLÍN,5001,NO OFICIAL,URBANA,Alto
274,F,Estrato 6,Si,Educación profesional completa,Educación profesional completa,MEDELLÍN,5001,NO OFICIAL,URBANA,Medio
379,F,Estrato 6,Si,Postgrado,Postgrado,MEDELLÍN,5001,NO OFICIAL,URBANA,Alto
320,F,Estrato 6,Si,Educación profesional completa,Educación profesional completa,MEDELLÍN,5001,NO OFICIAL,URBANA,Medio
313,M,Estrato 6,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,URBANA,Medio
298,F,Estrato 4,Si,Educación profesional completa,Educación profesional completa,LA ESTRELLA,5380,NO OFICIAL,RURAL,Medio
192,F,Estrato 2,Si,Primaria completa,Primaria incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
289,F,Estrato 6,Si,Educación profesional completa,Educación profesional completa,MEDELLÍN,5001,NO OFICIAL,RURAL,Medio
245,M,Estrato 2,Si,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Medio
365,M,Estrato 6,Si,Educación profesional completa,Educación profesional completa,SABANETA,5631,NO OFICIAL,URBANA,Alto
171,F,Estrato 3,Si,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,LA CEJA,5376,NO OFICIAL,URBANA,Bajo
362,F,Estrato 6,Si,Educación profesional completa,Educación profesional completa,MEDELLÍN,5001,NO OFICIAL,URBANA,Alto
